sentence,target
"The pointer, called “next,” contains the address of the next item.",HG
Handwriting  recognition  is  actually  an  application  of  the larger problem of identifying the significance of features in a pattern.,HG
"Hence, ActiveX control has the same level of control of the client computer as theuser that is executing the browser.",HG
Unlike Hyper Text Mark-up Language (HTML) which is a single predefined language‚ XML is a metalanguage.,HG
"They can be wired or wireless and may have a variety of features, including built-in firewalls, virtual private network (VPN) support, and Quality of Service (QoS) settings to prioritize traffic.",AI
The above means may be used to verify the true source of a message or data.,HG
"Examples of upper CASE tools include entity-relationship diagrams (ERD), data flow diagrams (DFD), and Unified Modeling Language (UML) tools.",AI
"These  can include the following:,    low-level infrastructure  (networking  [wired  and  wire-less], routing, encryption support, and so on),    Web servers and related software,      e-commerce infrastructure ,,      interfacing with databases,      data analysis and extraction ,,      support for searching ,,      autonomous  software  to  navigate  the  net  ,,      Internet-based  communications  ,,      systems  to  deliver  text  and  media  ,,      support  for  collaborative  use  of  the  Internet  ,,      security software (firewalls, intrusion analysis, etc. )",HG
"Keystroke Monitoring is audit trail software or a specially designed device,recording every key struck by a user and every character of the response thatthe information system returns to the user.",HG
"Cost: Some job sites may charge a fee for access to certain features, so make sure you understand the cost structure before you sign up.",AI
This is reduced by 1 for each hop.,HG
"A Disaster Recovery Plan (DRP) is a documented and structured approach that organizations use to prepare for, respond to, and recover from disasters or disruptions that may affect their critical business operations.",AI
Inventory management: This involves managing inventory levels to ensure that there is enough stock to meet demand without incurring excess inventory costs.,AI
Active RFID tags have their own battery.,HG
"Data mining is the process of analyzing large datasets to discover hidden patterns, relationships, and insights.",AI
"Although unfamiliar to the American public, unlike IBMand Microsoft, SAP is the world’s largest business software company, and fourth-largest software provider in general (behind Microsoft, IBM, and Oracle).",HG
Changingthe search string church hymns to Rolling Stones makes an authority assumethat the innocent user went out to search for illegal content.,HG
"Although RAID is often implemented using a physical (hardware) controller, operating systems can also create a virtual RAID structure in software, interposed between the logical drive as seen by the read/write routines and the physical drives.",HG
Thus the signal may be amplified or its voltage may be adjusted or scaled to the required level.,HG
"Semantic Analysis: The compiler performs checks to ensure that the code is semantically correct, such as checking that variables are declared before they are used, and that functions are called with the correct number and type of arguments.",AI
"Here are some of the ways in which they have influenced our culture:Changed communication norms: Texting and instant messaging have become a preferred mode of communication for many people, especially younger generations.",AI
"Types of ads include the following:, Banner ads are contained in rectangles, often at the topof the Web page.",HG
"The BCP follows the Disaster Recovery Plan ,.",HG
"Privacy and security: New media platforms collect vast amounts of personal data, which can be vulnerable to hacking and other security breaches.",AI
"Automation - Tcl's scripting capabilities make it a good choice for automating repetitive tasks, such as system administration and testing.",AI
"Voice can also be transmitted over an Internet connection ,.",HG
"While conventional pointing devices , are quite satisfactory  for  making  selections  and  even  manipulat-ing  objects,  many  artists  prefer  the  control  available  only through  a  pen  or  pencil,  which  allows  the  angle  and  pres-sure of the stylus tip to be varied, creating precise lines and shading.",HG
"This means that an EPS file consists not  of  the  actual  pixel  values  of  an  image,  but  the  instruc-tions for drawing the image (including coordinates, colors, and  so  on).",HG
Optical  fiber  in  its  modern  form  was  developed  in  the 1950s.,HG
The allocated memory is then used to store the node's key value and pointers or references to its child nodes.,AI
Instant messaging and texting are both forms of communication that allow individuals to send and receive messages in real-time.,AI
Web sites for publications such as PC Magazine and ZDNet also offer articles and other resources for working with the various versions of Microsoft Windows and popular applications.,HG
"C is a low-level language, meaning that it provides direct access to computer hardware and system resources, such as memory and CPU registers.",AI
Accessibility has two aspects.,HG
"Tutorials: These are interactive guides that take the user through a software application or process, providing guidance and feedback as they progress.",AI
(In  2006 google was added to the S&P 500 Index. ),HG
"Another popular area is plug-ins that make it easier to capture and organize material from Web pages, going well beyond the standard favorites or bookmark facility.",HG
Users can read or post messages‚download programs‚ and play online games.,HG
Such a connection is called a serial port.,HG
"This includes manipulating the content of web pages, responding to user actions, and communicating with web servers to retrieve and send data.",AI
Optimization: The compiler may perform various optimizations on the generated code to improve its performance or reduce its size.,AI
In 2007 an estimated 90 billion spam messages were sent each day.,HG
The data on a DVD-ROM is stored in a series of pits and lands on the surface of the disc.,AI
"The DNS system is an open worldwide network of database name servers that include 13 authoritative name servers that serve the DNS root zone level, known as ""root servers"".",HG
Secure Hyper Text Transfer Protocol (HTTPS) uses HTTP but additionally activates web server security‚ in the form of Secure Socket Layer (SSL).,HG
"When the tag is exposed to radio waves from a nearby reader, it powers up and sends back a signal containing its unique identifier.",AI
They are typically connected to a television or monitor and controlled using a game controller.,AI
"The company is also a major player in the gaming industry, with its PlayStation console series and related games and accessories.",AI
"Since it is expensive to re-key text (and impractical to redraw images), some way is needed to automatically convert the varying shades or colors of the text or images into a digitized graphics image that can be stored in a file.",HG
"Users can also take steps to protect themselves from spam by being cautious about providing personal information, avoiding suspicious links or attachments, and reporting spam messages to the appropriate authorities.",AI
Here are some of the common services that are offered:Technical support - This includes services to assist users with technical issues they are experiencing with the software.,AI
"In most markets there are more than one vendor, so there is the potential for users to encounter the need to convert files such as word processing documents from one vendor’s format to another.",HG
"When the user requests a site, the filter checks the page for words on the keyword list.",HG
"Fiber used for com-munication is flexible, allowing it to bend if necessary.",HG
These are just a few of the many applications of virtualization technology.,AI
"Technology addiction: Computing technology can be addictive, leading to issues such as decreased productivity, social isolation, and mental health problems.",AI
"E-government, or electronic government, refers to the use of digital technologies, such as the internet, mobile devices, and other digital communication channels, to improve the delivery of government services to citizens and businesses.",AI
Forth  has  a  very  simple  structure.,HG
bat).,HG
"While a network enables users to exchange files, there  remains  the  problem  of  storing  large  files  or  collec-tions of files (such as databases) that are too large for a typi-cal PC hard drive or that need to be accessed and updated by many users.",HG
"The process typically involves several stages:Lexical Analysis: The compiler reads the source code and identifies the tokens (keywords, identifiers, operators, etc. )",AI
Software patterns can specify how objects are created and ways in which they function and interface with other objects.,HG
"Passive RFID tags are typically used for tracking inventory, managing supply chains, and tracking assets.",AI
eBayeBay Inc.  (NASDAQ symbol: EBAY) is the world’s largest online auction and shopping site.,HG
"Compatibility - Bluetooth is a standardized technology, ensuring that devices from different manufacturers can communicate with each other.",AI
Logging: This involves recording error information in logs for later analysis and troubleshooting.,AI
"The WELL has a unique culture and history, and it continues to thrive as a vibrant online community today, with members from around the world.",AI
"Slow scanning speeds can result in blurring or distortion of the image, while fast scanning speeds can result in reduced image quality.",AI
"The recipient of the message or document can then verify the signature using the signer's public key, which can be obtained from a trusted third party, such as a Certificate Authority.",AI
"Here are some ways in which computer-related businesses deal with the effects of globalization:Internationalization: Many computer-related businesses seek to expand their operations globally, by entering new markets and developing international partnerships.",AI
These games were designed to be played with friends and were often free-to-play with in-app purchases.,AI
"For some time, technology pundits have talked about computers being literally woven into daily life, embedded in clothing and personal accessories.",HG
"These languages were designed for production use on big machines or for scientific research, using punched cards.",HG
Omidyar was surprised at how rapidly the auction service (which was initially free) grew.,HG
"By the 1990s, PC users generally used tapes only for making backups.",HG
Designers need to ensure that the user experience is positive and that users can easily access the features and functions they need.,AI
"Trade books are often published by trade publishers, which are companies that specialize in publishing books for a general audience.",AI
Firewall consists of a set of related programs‚ located at a network gateway server.,HG
The alternative is to connect the remote participant to a mobile robot (this is sometimes called telerobotics).,HG
"Finally, the application layer gives applications highlevel commands for performing tasks over the network, such as file transfer protocol (ftp)",HG
"The  normal  method  for  getting  a  computer  to  perform  a task  is  to  specify  the  task  clearly,  choose  the  appropriate approach  ,,  and  then  implement  and  test the  code.",HG
)Stacks are useful whenever nested items must be tracked.,HG
"For example, classification systemscan be refined by “training” them and reinforcing successful determinations ,.",HG
Sector means pie-shaped slices and track that are concentric rings on a disk.,HG
"Power Outages: Unlike traditional phone systems that can continue to work during a power outage, VoIP phones require electricity to function.",AI
"This is due to several factors, including the complexity of transitioning from IPv4 to IPv6 and the fact that IPv4 is still widely used and supported.",AI
", The administrator of the wiki establishes guidelines or standards (such as for citing sources for facts) and procedures for dealing with disputes and controversial topics",HG
"Similarly, people can form long-lasting social networks while meeting physically seldom (if at all)—see socialnetworking and virtual community",HG
A spreadsheet template consists of appropriate macros and formulas in an otherwise blank spreadsheet.,HG
"Self-driving: Some smart cars are capable of autonomous driving, using a combination of sensors, cameras, and computer algorithms to navigate roads without human intervention.",AI
PageRank is based on the idea that a web page is important if other important pages link to it.,AI
"There are several different sound file formats, each with its own advantages and disadvantages depending on the intended use case.",AI
"Selection sort has a time complexity of O(n^2), which makes it inefficient for large arrays.",AI
Insertion sort is a simple sorting algorithm that builds the final sorted array one element at a time.,AI
"The PDF format was developed by Adobe Systems in the early 1990s, and has since become a widely used file format for documents such as reports, manuals, and forms.",AI
Moderators can also remove messages that violate the group's rules.,AI
"High-quality scanners are designed to produce more accurate and consistent images, while lower-quality scanners may produce images with more noise or distortion.",AI
Users may need to install additional software or hardware to use VoIP services effectively.,AI
DLL files that support specific device operations are known as device drivers.,HG
"0 was released, which became the most widely adopted version of the format.",AI
"Active OS fingerprinting is considered an invasive technique as it involves actively probing the target system, and it may trigger security alerts or firewalls on the target system.",AI
"It involves adhering to certain rules and guidelines to ensure that online communication is respectful, courteous, and effective.",AI
"This process of computing weighted sums and passing the results through activation functions is repeated multiple times, allowing the neural network to build increasingly complex representations of the input data.",AI
"Netnews is a mature system today, with news reading software available for virtually every type of computer",HG
"There are numerous libraries of open-source objects and functions that enable PHP scripts to perform common Internet tasks, including accessing database servers (such as MySQL) as well as extensions to the language to handle popular Web formats such as Adobe Flash animation.",HG
Security: A webmaster should have knowledge of website security best practices to ensure the website is secure and protected against cyber threats.,AI
"Some examples of smart card applications include credit and debit cards, national ID cards, health cards, transit cards, and access control cards.",AI
"GitHub: a software development platform that provides tools for code management, version control, and collaboration among developers.",AI
If the results of netstat differ fromthe port scanning results‚ validation of why each port is open‚ and what isrunning on each port is needed.,HG
"The basic idea of VoIP is simple: the Internet can carry packets of any sort of data ,, which means it can carry the digitized human voice as well, carrying ordinary phone calls.",HG
Do not click on suspicious links or attachments: Spam messages often contain links or attachments that can lead to malware or phishing scams.,AI
"Machine learning software: These tools are used to train and deploy machine learning models, in order to make predictions and automate decision-making.",HG
"”  This  means  that  even  if  one  or  more  components fail,  the  system  will  continue  to  operate  according  to  its design  specifications,  even  if  its  speed  or  throughput  must decrease.",HG
"Overall, supercomputers play a crucial role in advancing scientific research, technological innovation, and economic growth.",AI
This means that the most recently added element is the first one to be removed.,AI
"They can be targeted to specific audiences based on demographics, interests, and behaviors.",AI
"It involves creating audio files, which are typically in the form of episodes, and making them available for download or streaming via a subscription-based service or website.",AI
"Adware, on the other hand, is software that displays unwanted ads on a user's computer.",AI
"If  the  validation  check for  any  data  field  fails,  the  flag  would  be  set  to  false.",HG
"Flash drives are widely used for storing and transporting digital files such as documents, photos, music, and videos.",AI
7 million people worked from home at least one day a month in 2006.,HG
"However, they have largely been replaced by newer and faster interfaces, such as USB and Ethernet.",AI
"VBScript, or Visual Basic Scripting Edition, is a scripting language developed by Microsoft that is based on the Visual Basic programming language.",AI
"The  combination  of  the  ker-nel  and  utilities  became  known  as  Linux  (a  combination of Linus  and  UNIx),  though  Stallman  and  his  supporters believe that gNU/Linux is a more accurate name.",HG
"Instead, they are written for a broad audience and cover a wide range of topics, including fiction, non-fiction, memoirs, and biographies.",AI
In a large program one programmer might change the data structure without alerting other programmers whose code assumes the original structure.,HG
A dynamic link library (DLL) is a collection of small programs that larger programs can load when needed to complete specific tasks.,HG
"In some sense, an algorithm is a ‘predictable heuristic,’ whereby one cannot tell if a heuristic will work, before one tries it, but one knows in advance what the output of an algorithm will be.",HG
"DNS is hierarchical and distributed, with a global network of DNS servers that work together to resolve domain names.",AI
They are used in high-end televisions and smartphones.,AI
"It is commonly used in enterprise-level systems and is supported by many modern operating systems, databases, and network devices.",AI
"Xiaomi: Xiaomi is a Chinese company that manufactures smartphones, tablets, and other electronic devices, and uses the Android operating system.",AI
"Increased efficiency: Texting and instant messaging have made it easier and faster to communicate with others, especially in situations where a phone call or in-person conversation is not possible or convenient.",AI
"It was developed by Phil Zimmermann in 1991 as a free, open-source solution for secure communication over the internet.",AI
"Content creation and management: A webmaster should be able to create and manage website content such as text, images, videos, and audio.",AI
"For example, it took time before the practice of saying “hello” and identifying oneself became the universal way to initiate a phone conversation.",HG
"Computer Metal Oxide Semiconductor (CMOS) is a low-power technology used in computer systems to store configuration data, such as the system clock and boot sequence.",AI
"They can also be used in various industries, including healthcare, finance, manufacturing, and transportation.",AI
"However, it can be more complex and slower than other web services protocols like REST, which is more commonly used for modern web applications.",AI
"RAID stands for ""Redundant Array of Independent Disks"".",AI
"Sony Corporation (NYSE symbol: SNE) is the electronics business unit of Sony Group, a large Japanese multinational company that plays a leading role in worldwide electronics, games, and entertainment media (movies and music), introducing and shaping many now-familiar standards.",HG
"Overall, distributed services are an important part of computing, allowing for the creation of large-scale, fault-tolerant, and highly available systems that can handle a variety of workloads.",AI
The transport layer views the packets as part of a complete transmission of an object (such as a Web page) and ensures that all the packets belonging to that object are sorted into their original sequence at the destination.,HG
This named entity is the file.,HG
"Examples of resources that can be accessed through an extranet include databases, applications, and documents.",AI
"As technology advanced, industrial robots became more advanced and capable.",AI
Two types of voting systems have been proposed as replacements for the problematic earlier technology,HG
"These general principles also apply to systems where more than one processor is available ,, but there is the added complication of deciding where the scheduling program will be run.",HG
"Indeed, virtual worlds such as Second Life offer new ways to study the formation of communities and social interactions.",HG
"In today’s Web, where what appears to users to be a single site or application is usually built from many services, such a facility is essential.",HG
"Unlike a traditional dedicated file storage unit ,, a NAS unit typically has an operating system and software designed specifically (and only) for providing data storage services.",HG
The arrows link each state (within a circle) to its possible successor.,HG
This key is called the pivot.,HG
This allows Tcl to be used to create dynamic web pages and web applications.,AI
", Pages contain links to related pages, sometimes using “wiki words” where WordsAreScrunchedTogetherWithIntialCaps.",HG
"By the late 1960s, however, transistorized calculators comparable in size to mechanical desktop calculators came into use.",HG
This could allow for real-time analysis of brain activity and enable more precise and effective treatment.,AI
"They typically include built-in Wi-Fi and/or cellular connectivity, as well as cameras and other sensors.",AI
"The first industrial robot, the Unimate, was created in 1954 by George Devol and Joseph Engelberger.",AI
"Instead of trying fruitlessly to come up with some huge formula to “solve” the whole system, they applied probability formulas to each of a number of particles—in effect, “rolling the dice” for each one and then observing their resulting distribution and behavior.",HG
in 1995.,HG
Time-based filters: These filters restrict access to certain websites or web content during specific times of the day or week.,AI
"Cost savings: Telecommuting can save workers money on transportation, parking, and other costs associated with commuting to an office or workplace.",AI
"Since all numbers are stored as binary digits, an unsignedinteger has a range from 0 to 2bits where “bits” is the totalnumber of bits available.",HG
11 standards to ensure that data is transmitted securely and efficiently between devices.,AI
"The purpose of presentation software is to help users create engaging and informative presentations that can be used for a variety of purposes, such as business presentations, educational lectures, or marketing pitches.",AI
This kind of data type is also called a user-defined data type because programmers can define and use these types in almost the same ways as they use the language’s built-in basic types.,HG
Operating systems such as Win-A flowchart uses a set of simple symbols to describe the steps involved in a data processing operation.,HG
"Reduced environmental impact: Telecommuting can help reduce the environmental impact of commuting, as it reduces the number of cars on the road and the associated emissions.",AI
"In many cases, the cost of deploying and maintaining this infrastructure can be prohibitively high, particularly in rural or remote areas.",AI
Ubiquitous Computing is a term put forward by Mark Weiser in Ubiquitous Computing is a term put forward by Mark Weiser in 1988‚ describing it as information technology’s next wave after the mainframe and PC.,HG
The importance of the computer to cognitive science is that it offers a potential nonhuman model for a thinking entity.,HG
"If, however, there is too much delay due to network congestion, the playback will pause while the player refills its buffer",HG
The real significance of this is that Businessto Business data transfer is greatly facilitated by XML as neither party needs.,HG
Generally theseoperations are based outside of the United States—Caribbean islands such as Antigua and Curaçao are popular locations.,HG
That iswhy clicking the ‘Back’ button on a browser usually retrieves a page nearlyinstantaneously.,HG
"One avoids becoming immediately bogged down with details, such as what sorts of data items can be placed on the stack, or exactly what mechanism will be used to keep track of the number of items currently stored.",HG
"Typically, the script in the web page at the server uses input receivedas the result of the user’s request for the page to access data from a database,thereafter it builds or customizes the page on the fly before sending it to therequestor.",HG
"Meanwhile, an ambitious and long-running projectcalled Cyc (for Encyclopedia) under the direction of Douglas Lenat has been engaged in creating what amounts tovast ontologies for many of the domains included in everyday human life as well as specialized fields of knowledge.",HG
Later models added electric power to speed up the typing process and eliminate the need for manual carriage returns.,AI
"Accordingly, while the UK wants every government transaction to be offered online by 2005, Denmark has chosen toprovide all of its citizens with digital signatures to enable them to do all theirtransactions online ,.",HG
"Rather, it attaches storage modules such as hard drives or tape libraries to an existing server so that it appears to the server’s operating system as though it were locally attached.",HG
Keep your software updated: Always keep your software and operating system up to date with the latest security patches and updates.,AI
"E-commerce and consumer protection: With the growth of e-commerce, there are concerns about consumer protection, including online fraud, identity theft, and scams.",AI
The American Civil Liberties Union (ACLU) published a report during May 2002 about the inaccuracy of tests using facial recognition technology at the Palm Beach (FL) International Airport.,HG
"Netnews, also known as Usenet, is a global network of discussion forums, where people can post and read messages on various topics.",AI
"This involves translating the user interface text, as well as adapting other content and features to meet the needs and expectations of the local audience.",AI
Fortran  (FORmula  TRANslator)  was  the  first  widely used  high-level  programming  language.,HG
Data communications refer to the transmission of data from one device or system to another.,AI
"When an integer is stored in memory, it is typically stored as a binary representation of the integer's value using a fixed number of bits.",AI
"Deploy and maintain the ontology: Publish the ontology to a repository or server that allows other users or systems to access and use it, and maintain the ontology by updating it with new data or knowledge, refining its schema, or extending its scope.",AI
"Batch files are created using a text editor, and can contain a variety of commands and instructions, such as file manipulation, system configuration, and network management.",AI
"(Like e-mail, news postings can have binary graphics or program files attached, using a standard called MIME, for Multipurpose Internet Mail Extensions.",HG
"Darknets offer distributed object storage, whereby today’s Darknets do notrely upon any centralized server or service—a peer just needs the IP addressof one or a few participating peers to be able to reach any host on the Darknet.",HG
Pointers: A variable that holds the memory address of another variable or data structure.,AI
Both 7-bit ASCII and the various 8-bit extensions of it can be considered to be subsets of Unicode.,HG
"This is harder to set up because it requires a mechanism to make sure two processors do not try to run the scheduling program at the same time, but it smoothes out the bottleneck that would arise from relying on a single processor.",HG
"Click Wrap Agreement checks if a user meets certain requirements, by clicking on the I Agree button, the user has agreed to complete terms of use agreement including another confirmation that the user meets certain requirements(e. g. , working at an educational institutions or being located in a country theproduct can and may be used).",HG
” These devices have one hammer for each column of the output.,HG
"Today, however, it is easy to shoot video in digital form , or to convert analog video into digital form.",HG
"Data communications have numerous applications in various fields, including:Business: Data communications are used to facilitate communication between different departments, branches, and locations of a company.",AI
"A similar language, Icon, is widely used for specialized string-processing tasks today.",HG
Message posting: Users can post messages to newsgroups by composing a message in their newsreader software and submitting it to a news server.,AI
MBR viruses normally enter the system through a floppydisk.,HG
"DTP involves using specialized software to design layouts, format text, and incorporate images and other graphics into a document.",AI
"They came in a variety of sizes and formats, including 5.",AI
"However, this is not always possible without interfering with the purpose of the system.",HG
"One of the key characteristics of a demon is that it runs continuously in the background, waiting for specific events or conditions to occur before it executes a particular task.",AI
"It is necessarily an interdisciplinary approach that includes fields such as psychology, linguistics, and neurology.",HG
PCX is a file format used to store and exchange digital images.,AI
"One way is to use a software-based service such as Skype, which allows users to make free voice and video calls over the internet.",AI
These responses can then be compared to a database of known operating system fingerprints to determine the operating system running on the target system.,AI
"B channels carry voice, data, and video signals, while D channels carry signaling information and control messages.",AI
"Data Analytics: Smart buildings can collect and analyze data from various sensors and devices to identify patterns, optimize building performance, and detect anomalies.",AI
This may signal SAP’s willingness to engage in further strategic acquisitions,HG
"In the United States texting is most popular among teenagers ,.",HG
(This has also been called “the Internet of things.,HG
"The problem is this: When an applications program such as a word processor needs to print a document, how should the necessary commands be provided to the printer?",HG
"They can be installed manually by the user, or they may be installed automatically when the user installs or updates the main application.",AI
"The goal of the project was to create a language that would allow mathematicians, sci-entists, and engineers to express calculations in something close  to  the  traditional  notation.",HG
"Data analysis and visualization: Scientific computing techniques are used to analyze and visualize large datasets, such as those generated in fields like astronomy, genomics, and climate science.",AI
"A variety of other frauds and scams appear online or viae-mail with some frequency:, the “419” or “Nigerian money letter” that promises arich cut for helping facilitate a money transfer for adistressed official, fraudulent charitable solicitations, particularly aftersuch disasters as the Asian tsunami or HurricaneKatrina, adoption and marriage scams, educational fraud, such as worthless degrees offeredby unaccredited institutions, dubious employment schemes or “home businesses”involving preparing mailings or medical billing, services that offer to “repair” bad credit ratings, tax-avoidance schemes, often based on nonexistentlegal claims or loopholes",HG
"pc deals with IBM PC-compatible personal computers, while comp.",HG
These languages set the foundation for modern programming and helped make programming more accessible and user-friendly.,AI
File-sharing services such as BitTorrent can be combined with RSS to deliver content automatically to users’ hard drives.,HG
"Root CAs issue certificates to subordinate CAs, which can then issue certificates to end-users.",AI
"XML documents can be created and processed on any platform or operating system, which makes it an ideal choice for data exchange and integration in heterogeneous computing environments.",AI
It is the use and management of cryptographic keys-a public key and a private key-for the secure transmission andauthentication of data across public networks.,HG
"The early tape drives were large, cumbersome devices that were primarily used by businesses and government organizations for data backup and archival purposes.",AI
"There are several important schemes that are used to define a “color space”—that is, a range of values that can be associated with physical colors.",HG
Today  fiber  is  used  for  most  long-distance  phone  lines and Internet  connections.,HG
"Recycling involves separating the different components of the computer, such as metals, plastics, and glass, and processing them to make new products.",AI
Disk cache operates in two main ways:Read cache: This involves storing frequently accessed data from the hard drive in the cache memory.,AI
BASIC was widely adopted and became popular among hobbyist and amateur computer users.,AI
"Online poker is a digital version of the popular card game, poker, which can be played over the internet on a computer or mobile device.",AI
"However, critics point out that imperative languages are much  closer  to  how  computers  actually  work  (employing actual storage locations and sequential operation) and thus produce  code  likely  to  be  much  faster  and  more  efficient than that produced by functional languages.",HG
"A digital video recorder (DVR) records digital television broadcasts and stores them on a disk ,.",HG
In-house documentation is essential for any organization because it provides a consistent framework for how work is done and helps to ensure that everyone is on the same page.,AI
Online games have come a long way since their inception in the late 1970s and early 1980s.,AI
"Other early PDA devices included the Palm Pilot, which was released in 1996 and quickly became a popular choice for its simple interface and compact size.",AI
"Outline fonts: Outline fonts, also known as vector fonts, store the glyph shapes as mathematical outlines that describe the shapes of the characters.",AI
Recent versions of Microsoft Windows and the Macintosh operating system include a CMS (color matching system) to support color matching.,HG
The ALU works by first retrieving a code that represents the operation to be performed (such as ADD).,HG
"The original parallel interface for personal computerswas designed by Centronics, and a later version of this 36-pin connector remains popular today.",HG
"Today’s online games feature a “persistent world” hosted onone or more servers that grows and develops from day to dayand in which the “avatars” or representatives of thousandsof players interact with game-generated creatures or oneanother, using client software.",HG
Web cache works by utilizing the available memory in a computer's RAM to store frequently accessed web page resources.,AI
"In computers, the term ""flash mob"" typically refers to a group of individuals who organize a spontaneous and coordinated online activity, such as a social media campaign or an online protest.",HG
The front end processing begins with lexical analysis.,HG
"Help systems can take different forms, such as:Contextual help: This type of help provides assistance that is specific to the context in which the user is working.",AI
Whatever risks are associated with running native executables on a computer also apply to ActiveX.,HG
"ASCII defines a set of 128 characters, including letters, numbers, punctuation marks, and control characters, each of which is represented by a unique 7-bit binary code.",AI
"For the above reasons, a new source called Unicode was developed ,.",HG
"FireWire, or IEEE 1394, was widely used in the past as a high-speed serial bus interface for connecting peripheral devices to computers.",AI
"Facilitates testing and debugging: Data abstraction can make it easier to test and debug software systems, as it provides a clear separation between the interface and implementation of data structures and functions.",AI
"In the early 1980s, the Color Graphics Adapter (CGA) was introduced, which was the first graphics card to support color graphics.",AI
"Portability is the ability to adapt software or hardware to a wide variety of platforms (that is, computer systems or operating systems).",HG
"For  mattes (backgrounds  against  which  the  characters  will  be  shot  in a  scene),  a  computer-generated  scene  can  now  be  inserted directly  into  the  film  without  the  need  for  an  expensive, hand-painted backdrop.",HG
"As formidable as the task of extracting the correct (lit-eral) meaning from text can be, it is really only the first level of natural language processing.",HG
Nodes with no child nodes are called leaves.,AI
"PageRank algorithm: In the late 1990s, Google introduced a new algorithm called PageRank, which revolutionized the way search engines ranked web pages.",AI
"Specifically, NLP aims to develop algorithms and techniques that enable computers to analyze, understand, and generate natural language.",AI
"As the name implies, this approach begins by creating two small lists of sorted records (using a simple comparison algorithm), then merging the lists into longer lists.",HG
Plug-ins can enable the browser to display new types of files (such as multimedia).,HG
"Logic bombs can be programmed to execute when certain conditions are met, such as when a specific date or time is reached, when a certain program is executed, or when a specific user performs a certain action.",AI
"For example, a printer will respond to a “new page” command by skipping lines to the end of the current page and moving the print head to the start of the next page, taking margin settings into account.",HG
"The certificate is issued by a trusted third party, called a Certificate Authority (CA), who verifies the identity of the entity and signs the certificate with their own digital signature.",AI
"The competition between Sony’s Blu-Ray and HD-DVD (backed by Toshiba and Microsoft, among others) was resolved by 2008 in favor of the former.",HG
"The complexity of an algorithm is usually measured in terms of its time and space complexity, which are related to the amount of time and memory required for the algorithm to complete its task.",AI
It can also be used to simulate the impact of policy changes on the economy.,AI
Then‚ if there is anotherrequest for the same object‚ it will use the copy that it has‚ instead of askingthe origin server for it again.,HG
"It seeks to understand how people perceive, process, and interact with technology-mediated environments, and how these interactions affect their behavior, cognition, and emotions.",AI
"VHS tapes were larger and lower quality than Betamax, but were cheaper and had more available content.",AI
Flash mobs often use social media platforms and other online tools to mobilize large groups of people quickly and efficiently.,AI
Digital Certificates is the electronic version of an ID card that establishesone’s credentials and authenticates a person’s connection when performinge-commerce or e-government transactions.,HG
This step involves using data integration tools or APIs to map the data to the ontology classes and properties and to ensure that the data is consistent and aligned with the ontology's semantics.,AI
"Because  of  its  efficiency, BitTorrent allows for distribution of substantial amounts of data  at  low  cost,  particularly  since  the  system  “scales  up” automatically  without  having  to  provide  extra  resources.",HG
The result of parsing is a “parse tree” that resolves statements into their component parts.,HG
This makes applets ideal for creating web-based applications that can be accessed from any device with a web browser and a JVM.,AI
"Its interdisciplinary nature means that computer scientists can work in a wide range of industries and fields, making it a versatile and rewarding career path.",AI
This is necessary because packets belonging to the same message may be sent via different routes in keeping with traffic or line conditions.,HG
Footnotes and Endnotes: Allows users to add footnotes or endnotes to the document to provide additional information or references.,AI
"OS X features a range of built-in applications for common tasks such as web browsing, email, and word processing, as well as support for third-party software.",AI
"It allows researchers and professionals to test hypotheses, optimize designs, and make predictions about the behavior of complex systems.",AI
"A hash  is  a  numeric  value  generated  by  applying  a  math-ematical  formula  to  the  numeric  values  of  the  characters in a string of text ,.",HG
One of the key challenges in developing AI systems for chess is the enormous search space of possible moves.,AI
"When the file is received or accessed, the checksum is recalculated and compared to the original checksum.",AI
"Originally developed at IBM Corporation, it was chosen by the US’ National Bureau of Standards (NBS) asthe government-standard encryption algorithm in 1976.",HG
"It is also used in many popular software applications, including Adobe Acrobat and Microsoft Office.",AI
"Selectors are used to target specific HTML elements, while properties define the visual appearance of those elements.",AI
These privileges are not available to the user.,HG
Lists can be very useful for ordering or sorting data items and for storing them on a stack or queue.,HG
"Supporting web standards: Browsers are built to support web standards like HTML, CSS, and JavaScript, allowing developers to create web applications that can run on any browser without requiring platform-specific code.",AI
"An expert system is a computer program that uses artificial intelligence (AI) techniques, such as knowledge representation, reasoning, and decision-making algorithms, to solve problems or make decisions in a specific domain.",AI
"Each of these alternative UIs has its own strengths and weaknesses, and the choice of interface will depend on the specific use case and the needs of the user.",AI
"445, Discman CD-based music player (1984), Handycam camcorder and Video format (1985), Digital audio tape, or DAT (1987), Blu-ray optical discSony would also become a major player in the console gaming market ,.",HG
Examples include Apache Kafka and RabbitMQ.,AI
"In  practice,  this  con-sideration  results  in  only  a  relatively  few  fonts  and  sizes being available.",HG
There are also services that let users simply navigate through the news system by following the links on a Web page.,HG
"Finally, many businesses use VoIP phone systems, which are designed specifically for businesses and can support a large number of users and advanced features such as call routing, auto-attendant, and integration with other business applications.",AI
"(For the process of combining data and operations into a single entity, see encapsulation. )",HG
"For example, if RFID tags are used in retail stores, they could be used to track customers' movements and buying habits.",AI
"(See list processing, stack, queue, and tree.",HG
These cars are still in development and are not yet widely available.,HG
